,Somamer,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism_x,Units,Type,Dilution,Symbol,Symbol_unique,EstimatedCV,EstimatedCV_low,PlasmaScaleFactor_v4_to_v4.1,PlasmaLinsCCC,PlasmaLinsCCC_low
6695,PCDH10.8780.2,8780-2,3,SL025954,Protocadherin-10:Cytoplasmic domain,PCD10:CD,Q9P2E7,57575,PCDH10,Human,RFU,Protein,0.5,PCDH10,PCDH10.1,5,1,1.206,0.955,0
6696,ABRAXAS1.8784.7,8784-7,3,SL018684,BRCA1-A complex subunit Abraxas,F175A,Q6UWZ7,84142,ABRAXAS1,Human,RFU,Protein,20,ABRAXAS1,ABRAXAS1,3,1,0.922,0.913,0
6697,ARMC5.8785.1,8785-1,3,SL025799,Armadillo repeat-containing protein 5:Armadillo Repeat Domain 5,ARMC5:ARM 5,Q96C12,79798,ARMC5,Human,RFU,Protein,20,ARMC5,ARMC5.1,4,1,1.058,0.845,0
6698,FAM171B.8786.6,8786-6,3,SL025851,Protein FAM171B:Extracellular domain,F171B:ECD,Q6P995,165215,FAM171B,Human,RFU,Protein,20,FAM171B,FAM171B.2,4.5,1,0.717,0.941,0
6699,ARSA.8790.6,8790-6,3,SL005392,Arylsulfatase A,Arylsulfatase A,P15289,410,ARSA,Human,RFU,Protein,20,ARSA,ARSA.2,4,1,,,0
6700,CA5A.8791.151,8791-151,3,SL010448,"Carbonic anhydrase 5A, mitochondrial",Carbonic Anhydrase VA,P35218,763,CA5A,Human,RFU,Protein,20,CA5A,CA5A,4,1,1.038,0.938,0
6701,DPEP1.8794.13,8794-13,3,SL008734,Dipeptidase 1,DPEP1,P16444,1800,DPEP1,Human,RFU,Protein,20,DPEP1,DPEP1.2,5,1,0.97,0.879,0
6702,TFRC.8795.48,8795-48,3,SL026014,Transferrin receptor protein 1:Extracellular domain,TR:ECD,P02786,7037,TFRC,Human,RFU,Protein,0.5,TFRC,TFRC.2,4,1,0.678,0.926,0
6703,TTC17.8800.14,8800-14,3,SL026021,Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 3,TTC17:TPR3,Q96AE7,55761,TTC17,Human,RFU,Protein,20,TTC17,TTC17.1,5.5,1,1.329,0.846,0
6704,NECTIN1.8803.61,8803-61,3,SL025940,"Nectin-1, isoform gamma:Cytoplasmic domain",nectin-1 gamma:CD,Q15223,5818,NECTIN1,Human,RFU,Protein,20,NECTIN1,NECTIN1.2,3,1,1.06,0.773,0
6705,COL20A1.8804.39,8804-39,3,SL012855,Collagen alpha-1(XX) chain,COKA1,Q9P218,57642,COL20A1,Human,RFU,Protein,20,COL20A1,COL20A1,4.5,1,1.261,0.901,0
6706,SNX1.8807.13,8807-13,3,SL014932,Sorting nexin-1,SNX1,Q13596,6642,SNX1,Human,RFU,Protein,20,SNX1,SNX1.2,3,1,1.11,0.919,0
6707,HEPACAM.8810.26,8810-26,3,SL007433,Hepatocyte cell adhesion molecule,HEPACAM,Q14CZ8,220296,HEPACAM,Human,RFU,Protein,20,HEPACAM,HEPACAM,7.5,1,1.044,0.789,0
6708,BAMBI.8811.24,8811-24,3,SL025802,BMP and activin membrane-bound inhibitor homolog:Extracellular domain,BAMBI:ECD,Q13145,25805,BAMBI,Human,RFU,Protein,20,BAMBI,BAMBI.3,3,1,1.084,0.866,0
6709,TXN.8813.160,8813-160,3,SL000585,Thioredoxin,Thioredoxin,P10599,7295,TXN,Human,RFU,Protein,20,TXN,TXN,2.5,1,0.927,0.922,0
6710,PSAPL1.8814.33,8814-33,3,SL018678,Proactivator polypeptide-like 1,SAPL1,Q6NUJ1,768239,PSAPL1,Human,RFU,Protein,0.5,PSAPL1,PSAPL1,4.5,1,1.168,0.898,0
6711,OLFML1.8815.1,8815-1,3,SL012603,Olfactomedin-like protein 1,OLFL1,Q6UWY5,283298,OLFML1,Human,RFU,Protein,20,OLFML1,OLFML1,3,1,0.987,0.834,0
6712,CENPV.8817.29,8817-29,3,SL013524,Centromere protein V,CENPV,Q7Z7K6,201161,CENPV,Human,RFU,Protein,20,CENPV,CENPV,3.5,1,1.307,0.877,0
6713,IFNGR2.8818.13,8818-13,3,SL025890,Interferon gamma receptor 2:Cytoplasmic domain,INGR2:CD,P38484,3460,IFNGR2,Human,RFU,Protein,20,IFNGR2,IFNGR2.1,5.5,1,1.467,0.84,0
6714,IGFBP2.8819.3,8819-3,3,SL000466,Insulin-like growth factor-binding protein 2,IGFBP-2,P18065,3485,IGFBP2,Human,RFU,Protein,0.5,IGFBP2,IGFBP2.4,4.5,1,,,0
6715,PILRA.8825.4,8825-4,3,SL012866,Paired immunoglobulin-like type 2 receptor alpha,PILRA,Q9UKJ1,29992,PILRA,Human,RFU,Protein,20,PILRA,PILRA.3,4.5,1,0.878,0.881,0
6716,ESRP1.8828.21,8828-21,3,SL018672,Epithelial splicing regulatory protein 1,ESRP1,Q6NXG1,54845,ESRP1,Human,RFU,Protein,20,ESRP1,ESRP1,3,1,0.828,0.686,0
6717,ABRAXAS2.8830.29,8830-29,3,SL018680,BRISC complex subunit Abro1,F175B,Q15018,23172,ABRAXAS2,Human,RFU,Protein,20,ABRAXAS2,ABRAXAS2.1,5.5,1,,,0
6718,BST2.8832.55,8832-55,3,SL001906,Bone marrow stromal antigen 2,BST-2,Q10589,684,BST2,Human,RFU,Protein,20,BST2,BST2,3,1,1.033,0.855,0
6719,TNFSF10.8833.20,8833-20,3,SL000599,Tumor necrosis factor ligand superfamily member 10,TRAIL,P50591,8743,TNFSF10,Human,RFU,Protein,20,TNFSF10,TNFSF10,4,1,1.033,0.747,0
6720,CANX.8834.58,8834-58,3,SL004576,Calnexin,Calnexin,P27824,821,CANX,Human,RFU,Protein,20,CANX,CANX,3,1,1.073,0.748,0
6721,MFAP3L.8837.8,8837-8,3,SL018675,Microfibrillar-associated protein 3-like,MFA3L,O75121,9848,MFAP3L,Human,RFU,Protein,0.5,MFAP3L,MFAP3L,3.5,1,1.092,0.72,0
6722,GOLM2.8838.10,8838-10,3,SL018589,Protein CASC4,CASC4,Q6P4E1,113201,GOLM2,Human,RFU,Protein,20,GOLM2,GOLM2.2,4,1,1.148,0.765,0
6723,MTX2.8839.4,8839-4,3,SL005289,Metaxin-2,Metaxin-2,O75431,10651,MTX2,Human,RFU,Protein,20,MTX2,MTX2,3,1,0.79,0.885,0
6724,C1S.8840.61,8840-61,3,SL000311,Complement C1s subcomponent,C1s,P09871,716,C1S,Human,RFU,Protein,0.005,C1S,C1S.2,4.5,1,2.218,0.622,0
6725,CILP2.8841.65,8841-65,3,SL008847,Cartilage intermediate layer protein 2,CILP2,Q8IUL8,148113,CILP2,Human,RFU,Protein,20,CILP2,CILP2,3.5,1,0.701,0.921,0
6726,GRAMD1C.8842.16,8842-16,3,SL014534,GRAM domain-containing protein 1C,GRM1C,Q8IYS0,54762,GRAMD1C,Human,RFU,Protein,20,GRAMD1C,GRAMD1C.2,3,1,0.996,0.872,0
6727,MYRF.8843.34,8843-34,3,SL018609,Myelin regulatory factor,MRF,Q9Y2G1,745,MYRF,Human,RFU,Protein,20,MYRF,MYRF,9,1,0.808,0.539,0
6728,ADAMTS3.8845.2,8845-2,3,SL012361,A disintegrin and metalloproteinase with thrombospondin motifs 3,ATS3,O15072,9508,ADAMTS3,Human,RFU,Protein,20,ADAMTS3,ADAMTS3,3.5,1,1.114,0.7,0
6729,PLA2G2C.8850.5,8850-5,3,SL018691,Putative inactive group IIC secretory phospholipase A2,PA2GC,Q5R387,391013,PLA2G2C,Human,RFU,Protein,20,PLA2G2C,PLA2G2C,3,1,1.034,0.767,0
6730,FAM171B.8851.42,8851-42,3,SL025851,Protein FAM171B:Extracellular domain,F171B:ECD,Q6P995,165215,FAM171B,Human,RFU,Protein,20,FAM171B,FAM171B.3,4,1,,,0
6731,SUN3.8852.10,8852-10,3,SL018701,SUN domain-containing protein 3,SUN3,Q8TAQ9,256979,SUN3,Human,RFU,Protein,20,SUN3,SUN3,4,1,1.104,0.917,0
6732,CLEC4A.8853.2,8853-2,3,SL015340,C-type lectin domain family 4 member A,CLC4A,Q9UMR7,50856,CLEC4A,Human,RFU,Protein,20,CLEC4A,CLEC4A,4.5,1,0.726,0.876,0
6733,RRM2B.8854.59,8854-59,3,SL018712,Ribonucleoside-diphosphate reductase subunit M2 B,RIR2B,Q7LG56,50484,RRM2B,Human,RFU,Protein,20,RRM2B,RRM2B.1,3.5,1,,,0
6734,BATF3.8858.21,8858-21,3,SL018692,Basic leucine zipper transcriptional factor ATF-like 3,BATF3,Q9NR55,55509,BATF3,Human,RFU,Protein,20,BATF3,BATF3,3,1,1.079,0.829,0
6735,CA11.8859.51,8859-51,3,SL012383,Carbonic anhydrase-related protein 11,CAH11,O75493,770,CA11,Human,RFU,Protein,20,CA11,CA11,11.5,1,0.866,0.583,0
6736,PIK3R1.8863.3,8863-3,3,SL007170,Phosphatidylinositol 3-kinase regulatory subunit alpha,P85A,P27986,5295,PIK3R1,Human,RFU,Protein,20,PIK3R1,PIK3R1,4,1,0.943,0.923,0
6737,CENPW.8864.59,8864-59,3,SL018718,Centromere protein W,CENPW,Q5EE01,387103,CENPW,Human,RFU,Protein,20,CENPW,CENPW,5,1,0.988,0.777,0
6738,QPCTL.8866.53,8866-53,3,SL018693,Glutaminyl-peptide cyclotransferase-like protein,QPCTL,Q9NXS2,54814,QPCTL,Human,RFU,Protein,20,QPCTL,QPCTL,5,1,0.767,0.873,0
6739,PAEP.8867.18,8867-18,3,SL005033,Glycodelin,Glycodelin,P09466,5047,PAEP,Human,RFU,Protein,20,PAEP,PAEP,2.5,1,0.947,0.785,0
6740,BTN2A1.8869.5,8869-5,3,SL018709,Butyrophilin subfamily 2 member A1,BT2A1,Q7KYR7,11120,BTN2A1,Human,RFU,Protein,20,BTN2A1,BTN2A1,3.5,1,0.902,0.909,0
6741,NPM1.8870.38,8870-38,3,SL001735,Nucleophosmin,NPM1,P06748,4869,NPM1,Human,RFU,Protein,20,NPM1,NPM1.2,4.5,1,0.915,0.811,0
6742,NUDC.8871.14,8871-14,3,SL025950,"Nuclear migration protein nudC:N-term, contains nuclear localization domain",NUDC:N-term,Q9Y266,10726,NUDC,Human,RFU,Protein,20,NUDC,NUDC.1,4.5,1,,,0
6743,SEC61G.8872.1,8872-1,3,SL011108,Protein transport protein Sec61 subunit gamma,SC61G,P60059,23480,SEC61G,Human,RFU,Protein,20,SEC61G,SEC61G,6.5,1,1.311,0.667,0
6744,CLN5.8874.53,8874-53,3,SL025817,Ceroid-lipofuscinosis neuronal protein 5:Lumenal domain,CLN5:LD,O75503,1203,CLN5,Human,RFU,Protein,20,CLN5,CLN5.1,2,1,0.856,0.793,0
6745,NRXN2.8876.51,8876-51,3,SL018703,Neurexin-2-beta,NRX2B,P58401,9379,NRXN2,Human,RFU,Protein,20,NRXN2,NRXN2,7,1,1.02,0.729,0
6746,EVA1C.8877.22,8877-22,3,SL025853,Protein eva-1 homolog C:Extracellular domain,F176C:ECD,P58658,59271,EVA1C,Human,RFU,Protein,20,EVA1C,EVA1C.2,5,1,1.246,0.837,0
6747,YTHDC1.8878.48,8878-48,3,SL018713,YTH domain-containing protein 1,YTDC1,Q96MU7,91746,YTHDC1,Human,RFU,Protein,20,YTHDC1,YTHDC1,4.5,1,1.231,0.696,0
6748,ADAM17.8882.1,8882-1,3,SL025787,Disintegrin and metalloproteinase domain-containing protein 17:Cytoplasmic domain,ADAM 17:CD,P78536,6868,ADAM17,Human,RFU,Protein,0.5,ADAM17,ADAM17.1,5,1,1.26,0.929,0
6749,CACNA2D3.8885.6,8885-6,3,SL018710,Voltage-dependent calcium channel subunit alpha-2/delta-3,CA2D3,Q8IZS8,55799,CACNA2D3,Human,RFU,Protein,20,CACNA2D3,CACNA2D3,4.5,1,0.776,0.895,0
6750,NUDC.8887.21,8887-21,3,SL025951,Nuclear migration protein nudC:CS domain,NUDC:CS,Q9Y266,10726,NUDC,Human,RFU,Protein,20,NUDC,NUDC.2,4,1,0.936,0.915,0
6751,SMIM9.8888.33,8888-33,3,SL018720,Small integral membrane protein 9,CX068,A6NGZ8,100132963,SMIM9,Human,RFU,Protein,20,SMIM9,SMIM9,4.5,1,1.206,0.797,0
6752,CCPG1.8889.5,8889-5,3,SL015334,Cell cycle progression protein 1,CCPG1,Q9ULG6,9236,CCPG1,Human,RFU,Protein,20,CCPG1,CCPG1,4,1,0.875,0.677,0
6753,TMEM132B.8890.9,8890-9,3,SL018697,Transmembrane protein 132B,T132B,Q14DG7,114795,TMEM132B,Human,RFU,Protein,20,TMEM132B,TMEM132B,2.5,1,0.889,0.888,0
6754,CPVL.8891.7,8891-7,3,SL008949,Probable serine carboxypeptidase CPVL,CPVL,Q9H3G5,54504,CPVL,Human,RFU,Protein,20,CPVL,CPVL,3,1,0.886,0.956,0
6755,PEAR1.8892.14,8892-14,3,SL025957,Platelet endothelial aggregation receptor 1:Cytoplasmic domain,PEAR1:CD,Q5VY43,375033,PEAR1,Human,RFU,Protein,20,PEAR1,PEAR1.2,5,1,1.119,0.919,0
6756,PARP1.8893.29,8893-29,3,SL025952,Poly [ADP-ribose] polymerase 1:region 1,PARP:region 1,P09874,142,PARP1,Human,RFU,Protein,20,PARP1,PARP1.2,4,1,0.891,0.712,0
6757,HNRNPAB.8894.80,8894-80,3,SL009791,Heterogeneous nuclear ribonucleoprotein A/B,hnRNP A/B,Q99729,3182,HNRNPAB,Human,RFU,Protein,20,HNRNPAB,HNRNPAB.2,4,1,0.789,0.807,0
6758,LRRC37A2.8897.3,8897-3,3,SL018694,Leucine-rich repeat-containing protein 37A2,L37A2,A6NM11,474170,LRRC37A2,Human,RFU,Protein,20,LRRC37A2,LRRC37A2,2.5,1,0.777,0.921,0
6759,UGT1A8.8899.75,8899-75,3,SL018705,UDP-glucuronosyltransferase 1-8,UD18,Q9HAW9,54576,UGT1A8,Human,RFU,Protein,20,UGT1A8,UGT1A8,3,1,0.755,0.898,0
6760,NEO1.8900.28,8900-28,3,SL007582,Neogenin,NEO1,Q92859,4756,NEO1,Human,RFU,Protein,0.5,NEO1,NEO1,2.5,1,1.015,0.861,0
6761,YWHAG.8901.40,8901-40,3,SL004989,14-3-3 protein gamma,14-3-3 protein gamma,P61981,7532,YWHAG,Human,RFU,Protein,20,YWHAG,YWHAG.2,7.5,1,0.915,0.894,0
6762,COX6C.8903.1,8903-1,3,SL008020,Cytochrome c oxidase subunit 6C,COX6C,P09669,1345,COX6C,Human,RFU,Protein,20,COX6C,COX6C,7,1,0.721,0.78,0
6763,KCNMB3.8905.20,8905-20,3,SL018695,Calcium-activated potassium channel subunit beta-3,KCMB3,Q9NPA1,27094,KCNMB3,Human,RFU,Protein,0.5,KCNMB3,KCNMB3,5.5,1,1.085,0.736,0
6764,LRTM2.8906.60,8906-60,3,SL018698,Leucine-rich repeat and transmembrane domain-containing protein 2,LRTM2,Q8N967,654429,LRTM2,Human,RFU,Protein,20,LRTM2,LRTM2,3,1,0.777,0.698,0
6765,UGT2A1.8907.11,8907-11,3,SL018706,UDP-glucuronosyltransferase 2A1,UD2A1,P0DTE4,10941,UGT2A1,Human,RFU,Protein,20,UGT2A1,UGT2A1,3.5,1,0.67,0.869,0
6766,KCNE5.8908.14,8908-14,3,SL025907,Potassium voltage-gated channel subfamily E regulatory beta subunit 5:Cytoplasmic domain,KCE1L:CD,Q9UJ90,23630,KCNE5,Human,RFU,Protein,0.5,KCNE5,KCNE5.2,5.5,1,1.096,0.786,0
6767,GNPDA1.8909.77,8909-77,3,SL018714,Glucosamine-6-phosphate isomerase 1,GNPI1,P46926,10007,GNPDA1,Human,RFU,Protein,20,GNPDA1,GNPDA1,4.5,1,0.858,0.889,0
6768,SIGLEC11.8913.22,8913-22,3,SL025983,"Sialic acid-binding Ig-like lectin 11:Cytoplasmic domain, Isoform 2",SIG11:CD,Q96RL6,114132,SIGLEC11,Human,RFU,Protein,20,SIGLEC11,SIGLEC11.2,3,1,0.963,0.512,0
6769,STIM1.8916.32,8916-32,3,SL025993,Stromal interaction molecule 1:Cytoplasmic domain,STIM1:CD,Q13586,6786,STIM1,Human,RFU,Protein,20,STIM1,STIM1.1,6.5,1,0.974,0.896,0
6770,PTK2B.8918.64,8918-64,3,SL025854,Protein-tyrosine kinase 2-beta:Focal adhesion targeting domain,FAK2:FAT,Q14289,2185,PTK2B,Human,RFU,Protein,0.5,PTK2B,PTK2B.2,6,1,0.609,0.729,0
6771,PABPN1.8921.139,8921-139,3,SL015048,Polyadenylate-binding protein 2,PABP2,Q86U42,8106,PABPN1,Human,RFU,Protein,20,PABPN1,PABPN1,4,1,0.639,0.733,0
6772,TMCC3.8922.4,8922-4,3,SL026005,Transmembrane and coiled-coil domains protein 3:region 1,TMCC3:region 1,Q9ULS5,57458,TMCC3,Human,RFU,Protein,0.5,TMCC3,TMCC3.2,4.5,1,0.674,0.938,0
6773,GALNT16.8923.94,8923-94,3,SL018707,Polypeptide N-acetylgalactosaminyltransferase 16,GLTL1,Q8N428,57452,GALNT16,Human,RFU,Protein,20,GALNT16,GALNT16,5.5,1,1.154,0.817,0
6774,CALY.8924.55,8924-55,3,SL018108,Neuron-specific vesicular protein calcyon,CALY,Q9NYX4,50632,CALY,Human,RFU,Protein,20,CALY,CALY,4,1,1.14,0.891,0
6775,RRM2B.8925.25,8925-25,3,SL018712,Ribonucleoside-diphosphate reductase subunit M2 B,RIR2B,Q7LG56,50484,RRM2B,Human,RFU,Protein,20,RRM2B,RRM2B.2,3.5,1,0.681,0.913,0
6776,CG073.8927.6,8927-6,3,SL018723,Uncharacterized protein C7orf73,CG073,E0CX11,647087,None,Human,RFU,Protein,20,CG073,CG073,4,1,1.263,0.917,0
6777,BDP1.8929.7,8929-7,3,SL018696,Transcription factor TFIIIB component B'' homolog,BDP1,A6H8Y1,55814,BDP1,Human,RFU,Protein,20,BDP1,BDP1,4,1,0.923,0.625,0
6778,G0S2.8931.124,8931-124,3,SL014751,G0/G1 switch protein 2,G0S2,P27469,50486,G0S2,Human,RFU,Protein,20,G0S2,G0S2,3,1,0.847,0.901,0
6779,ENTPD6.8932.1,8932-1,3,SL014128,Ectonucleoside triphosphate diphosphohydrolase 6,ENTP6,O75354,955,ENTPD6,Human,RFU,Protein,0.5,ENTPD6,ENTPD6,3,1,0.721,0.496,0
6780,MEF2C.8933.84,8933-84,3,SL004784,Myocyte-specific enhancer factor 2C,MEF2C,Q06413,4208,MEF2C,Human,RFU,Protein,20,MEF2C,MEF2C,3.5,1,1.154,0.779,0
6781,ABCC6.8935.22,8935-22,3,SL013730,Multidrug resistance-associated protein 6,MRP6,O95255,368,ABCC6,Human,RFU,Protein,20,ABCC6,ABCC6,4.5,1,0.806,0.785,0
6782,NLGN3.8941.4,8941-4,3,SL018773,Neuroligin-3,NLGN3,Q9NZ94,54413,NLGN3,Human,RFU,Protein,20,NLGN3,NLGN3.2,4,1,0.925,0.937,0
6783,MRPL21.8942.2,8942-2,3,SL018771,"39S ribosomal protein L21, mitochondrial",RM21,Q7Z2W9,219927,MRPL21,Human,RFU,Protein,0.5,MRPL21,MRPL21,7.5,1,0.746,0.759,0
6784,ABRAXAS2.8945.7,8945-7,3,SL018680,BRISC complex subunit Abro1,F175B,Q15018,23172,ABRAXAS2,Human,RFU,Protein,20,ABRAXAS2,ABRAXAS2.2,3,1,0.784,0.913,0
6785,NR1H4.8946.38,8946-38,3,SL007605,Bile acid receptor,NR1H4,Q96RI1,9971,NR1H4,Human,RFU,Protein,20,NR1H4,NR1H4,5.5,1,0.878,0.715,0
6786,ADAM19.8948.13,8948-13,3,SL018610,Disintegrin and metalloproteinase domain-containing protein 19,ADA19,Q9H013,8728,ADAM19,Human,RFU,Protein,20,ADAM19,ADAM19,3,1,0.78,0.953,0
6787,CLCA2.8950.4,8950-4,3,SL018772,Calcium-activated chloride channel regulator 2,CLCA2,Q9UQC9,9635,CLCA2,Human,RFU,Protein,0.5,CLCA2,CLCA2,3,1,0.678,0.719,0
6788,CSPG4.8951.162,8951-162,3,SL008559,Chondroitin sulfate proteoglycan 4,CSPG4,Q6UVK1,1464,CSPG4,Human,RFU,Protein,20,CSPG4,CSPG4,4.5,1,0.959,0.901,0
6789,CSF3.8952.65,8952-65,3,SL001729,Granulocyte colony-stimulating factor,G-CSF,P09919,1440,CSF3,Human,RFU,Protein,20,CSF3,CSF3.2,2.5,1,,,0
6790,HDGF.8953.47,8953-47,3,SL013046,Hepatoma-derived growth factor,HDGF,P51858,3068,HDGF,Human,RFU,Protein,20,HDGF,HDGF.2,4.5,1,0.612,0.833,0
6791,MAP4K1.8954.30,8954-30,3,SL018793,Mitogen-activated protein kinase kinase kinase kinase 1,M4K1,Q92918,11184,MAP4K1,Human,RFU,Protein,20,MAP4K1,MAP4K1,12.5,1,0.951,0.669,0
6792,GLT8D1.8955.60,8955-60,3,SL018797,Glycosyltransferase 8 domain-containing protein 1,GL8D1,Q68CQ7,55830,GLT8D1,Human,RFU,Protein,20,GLT8D1,GLT8D1,2,1,1.13,0.937,0
6793,SCARF2.8956.96,8956-96,3,SL025991,Scavenger receptor class F member 2:Extracellular domain,SREC-II:ECD,Q96GP6,91179,SCARF2,Human,RFU,Protein,0.5,SCARF2,SCARF2.1,4,1,1.22,0.821,0
6794,ERLEC1.8957.72,8957-72,3,SL012771,Endoplasmic reticulum lectin 1,XTP3B,Q96DZ1,27248,ERLEC1,Human,RFU,Protein,20,ERLEC1,ERLEC1,3.5,1,1.014,0.808,0
6795,CHL1.8958.51,8958-51,3,SL008936,Neural cell adhesion molecule L1-like protein,CHL1,O00533,10752,CHL1,Human,RFU,Protein,0.005,CHL1,CHL1.2,4.5,1,3.219,0.7,0
6796,ADAM17.8959.61,8959-61,3,SL025788,Disintegrin and metalloproteinase domain-containing protein 17:Extracellular domain,ADAM 17:ECD,P78536,6868,ADAM17,Human,RFU,Protein,20,ADAM17,ADAM17.2,4,1,0.925,0.672,0
6797,ERAP2.8960.3,8960-3,3,SL010614,Endoplasmic reticulum aminopeptidase 2,LRAP,Q6P179,64167,ERAP2,Human,RFU,Protein,0.5,ERAP2,ERAP2,5,1,0.554,0.944,0
6798,RPS6KB1.8962.48,8962-48,3,SL018792,Ribosomal protein S6 kinase beta-1,KS6B1,P23443,6198,RPS6KB1,Human,RFU,Protein,20,RPS6KB1,RPS6KB1.3,12,1,0.924,0.59,0
6799,VTI1B.8963.8,8963-8,3,SL005723,Vesicle transport through interaction with t-SNAREs homolog 1B,Vti1-rp1,Q9UEU0,10490,VTI1B,Human,RFU,Protein,20,VTI1B,VTI1B,6.5,1,0.729,0.892,0
6800,DUSP26.8967.6,8967-6,3,SL018795,Dual specificity protein phosphatase 26,DUS26,Q9BV47,78986,DUSP26,Human,RFU,Protein,20,DUSP26,DUSP26,11,1,0.85,0.542,0
6801,CD14.8969.49,8969-49,3,SL018823,Monocyte differentiation antigen CD14,CD14,P08571,929,CD14,Human,RFU,Protein,0.005,CD14,CD14.2,5,1,0.975,0.523,0
6802,RIPK2.8970.9,8970-9,3,SL007004,Receptor-interacting serine/threonine-protein kinase 2,RIPK2,O43353,8767,RIPK2,Human,RFU,Protein,20,RIPK2,RIPK2.1,4,1,0.863,0.866,0
6803,NRXN1.8971.9,8971-9,3,SL018798,Neurexin-1,NRX1A,Q9ULB1,9378,NRXN1,Human,RFU,Protein,0.5,NRXN1,NRXN1.3,5,1,0.441,0.947,0
6804,FCRL4.8973.23,8973-23,3,SL025858,Fc receptor-like protein 4:Extracellular domain,FCRL4:ECD,Q96PJ5,83417,FCRL4,Human,RFU,Protein,20,FCRL4,FCRL4.1,4,1,0.888,0.959,0
6805,COL15A1.8974.172,8974-172,3,SL007218,Collagen alpha-1(XV) chain,COFA1,P39059,1306,COL15A1,Human,RFU,Protein,0.5,COL15A1,COL15A1,4,1,0.763,0.829,0
6806,CNOT9.8975.26,8975-26,3,SL018831,Cell differentiation protein RCD1 homolog,RCD1,Q92600,9125,CNOT9,Human,RFU,Protein,20,CNOT9,CNOT9,8,1,0.841,0.885,0
6807,B4GALNT1.8976.13,8976-13,3,SL014893,"Beta-1,4 N-acetylgalactosaminyltransferase 1",B4GN1,Q00973,2583,B4GALNT1,Human,RFU,Protein,20,B4GALNT1,B4GALNT1,3.5,1,0.975,0.955,0
6808,MAP4K3.8978.30,8978-30,3,SL018794,Mitogen-activated protein kinase kinase kinase kinase 3,M4K3,Q8IVH8,8491,MAP4K3,Human,RFU,Protein,20,MAP4K3,MAP4K3,3.5,1,0.96,0.823,0
6809,CD200R1L.8980.19,8980-19,3,SL018778,Cell surface glycoprotein CD200 receptor 2,MO2R2,Q6Q8B3,344807,CD200R1L,Human,RFU,Protein,20,CD200R1L,CD200R1L,5.5,1,0.829,0.923,0
6810,THBS3.8982.65,8982-65,3,SL010148,Thrombospondin-3,TSP3,P49746,7059,THBS3,Human,RFU,Protein,0.5,THBS3,THBS3,2.5,1,0.998,0.935,0
6811,GOLM1.8983.7,8983-7,3,SL010628,Golgi membrane protein 1,GOLM1,Q8NBJ4,51280,GOLM1,Human,RFU,Protein,20,GOLM1,GOLM1.2,3,1,0.868,0.941,0
6812,LRCH4.8984.28,8984-28,3,SL025920,Leucine-rich repeat and calponin homology domain-containing protein 4:Leucine-rich repeat 5,LRCH4: LRR5,O75427,4034,LRCH4,Human,RFU,Protein,20,LRCH4,LRCH4.2,3,1,,,0
6813,SERAC1.8985.13,8985-13,3,SL018822,Protein SERAC1,SRAC1,Q96JX3,84947,SERAC1,Human,RFU,Protein,20,SERAC1,SERAC1,6.5,1,0.962,0.747,0
6814,PHGDH.8986.2,8986-2,3,SL018791,D-3-phosphoglycerate dehydrogenase,SERA,O43175,26227,PHGDH,Human,RFU,Protein,20,PHGDH,PHGDH.2,3.5,1,,,0
6815,SCUBE1.8989.40,8989-40,3,SL007523,"Signal peptide, CUB and EGF-like domain-containing protein 1",SCUB1,Q8IWY4,80274,SCUBE1,Human,RFU,Protein,20,SCUBE1,SCUBE1,7,1,0.748,0.946,0
6816,ATP1B3.8990.42,8990-42,3,SL014845,Sodium/potassium-transporting ATPase subunit beta-3,AT1B3,P54709,483,ATP1B3,Human,RFU,Protein,20,ATP1B3,ATP1B3,34,0,1.014,0.148,1
6817,FCRL4.8991.115,8991-115,3,SL025859,Fc receptor-like protein 4:Cytoplasmic domain,FCRL4:CD,Q96PJ5,83417,FCRL4,Human,RFU,Protein,20,FCRL4,FCRL4.2,4.5,1,0.972,0.911,0
6818,CEMIP2.8992.1,8992-1,3,SL018821,Transmembrane protein 2,TMEM2,Q9UHN6,23670,CEMIP2,Human,RFU,Protein,20,CEMIP2,CEMIP2,4,1,0.944,0.912,0
6819,RIPK2.8993.151,8993-151,3,SL007004,Receptor-interacting serine/threonine-protein kinase 2,RIPK2,O43353,8767,RIPK2,Human,RFU,Protein,20,RIPK2,RIPK2.2,5,1,0.687,0.762,0
6820,SLAMF8.8994.65,8994-65,3,SL010380,SLAM family member 8,SLAMF8,Q9P0V8,56833,SLAMF8,Human,RFU,Protein,20,SLAMF8,SLAMF8,5,1,0.738,0.952,0
6821,NPTXR.8997.4,8997-4,3,SL008970,Neuronal pentraxin receptor,NPTXR,O95502,23467,NPTXR,Human,RFU,Protein,20,NPTXR,NPTXR.2,4.5,1,,,0
6822,HS3ST4.8998.15,8998-15,3,SL018828,Heparan sulfate glucosamine 3-O-sulfotransferase 4,HS3S4,Q9Y661,9951,HS3ST4,Human,RFU,Protein,20,HS3ST4,HS3ST4.2,4,1,0.997,0.893,0
